value	namei	namej
0.0622465411567786	Peptidomimetics	Keto acids and derivatives
0.0622445233244759	Brassinolides and derivatives	Fatty acids and conjugates
0.0622194199661557	Gluco/mineralocorticoids, progestogins and derivatives	Phenols
0.0622123475579085	Benzene and substituted derivatives	Cholesteryl esters
0.0619221442506154	Dicarboxylic acids and derivatives	Ketones
0.0619009976706252	Ergosterols and derivatives	Benzenesulfonic acids and derivatives
0.0618815693311026	Benzoic acids and derivatives	Thiazoles
0.0618130309872979	Fatty alcohols	Organonitrogen compounds
0.0617883449707531	Diazines	Amino acids, peptides, and analogues
0.061787208140202	Bile acids, alcohols and derivatives	Benzoic acids and derivatives
0.0617305679344361	Azolidines	Tricarboxylic acids and derivatives
0.0617305134525264	Stigmastanes and derivatives	Isoflavonoids
0.0616537427521497	Phenylpropanes	Hydroxybenzoic acid derivatives
0.0616094022073994	1-acyl-sn-glycero-3-phosphoethanolamines	Sesquiterpenoids
0.0613794006071908	Tetrahydroisoquinolines	Triacylglycerols
0.061308076784214	Tricarboxylic acids and derivatives	Phenolic glycosides
0.0611900666261944	Medium-chain fatty acids	Peptidomimetics
0.0611678524974135	Quinolines and derivatives	Ketones
0.0611533707214349	1,2-diacylglycerols	Phenols
0.0610555989973026	Hydroxy acids and derivatives	Benzenesulfonic acids and derivatives
0.0609681001060988	Hydroxycinnamic acids and derivatives	1,3-diacylglycerols
0.0609337550540086	Acyclic diterpenoids	Brassinolides and derivatives
0.0608985905272059	1-acyl-sn-glycero-3-phosphoethanolamines	Thiazoles
0.0608728725310854	Tricarboxylic acids and derivatives	Benzodioxoles
0.0608538398748361	Dicarboxylic acids and derivatives	Fatty acids and conjugates
0.0608477441223562	Hydroxycinnamic acids and derivatives	Fatty alcohols
0.0607383121019319	Purine nucleosides	Benzoic acid esters
0.0607045136702519	1-alkyl,2-acylglycero-3-phosphocholines	Phenolic glycosides
0.060608527515594	Peptidomimetics	Fatty amides
0.0602337282325539	Carboximidic acids and derivatives	Fatty acyl glycosides of mono- and disaccharides
0.0601905601953082	Peptides	N-acyl-alpha amino acids
0.0601769209122359	Dipeptides	Phosphatidylethanolamines
0.0599908206774788	Annonaceous acetogenins	Oligopeptides
0.0597613135265827	Ergosterols and derivatives	Benzoic acid esters
0.0595373846038909	Brassinolides and derivatives	Diazines
0.0594877438814061	Phenol ethers	Alpha amino acids
0.0594315989724763	Organic sulfuric acids and derivatives	Keto acids and derivatives
0.0591349696859196	1-alkyl,2-acylglycero-3-phosphocholines	Phosphatidylethanolamines
0.0590292108856903	Hydroxycinnamic acids and derivatives	Benzoic acid esters
0.0589914643838458	Phenol ethers	Hydroxybenzoic acid derivatives
0.0589299085887705	Annonaceous acetogenins	Fatty acyl glycosides of mono- and disaccharides
0.0589157837785208	Hydroxy acids and derivatives	N-acyl-alpha amino acids
0.0589009207468472	Dicarboxylic acids and derivatives	Purine nucleosides
0.0587843348809238	Long-chain fatty alcohols	Fatty acids and conjugates
0.0587287078858863	Azoles	Phosphatidylethanolamines
0.0586241085904726	Carboximidic acids and derivatives	Organic sulfuric acids and derivatives
0.0585667669735154	Ergosterols and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.0585587888769845	Azoles	Beta-diketones
0.0583875500584796	Hydroxybenzoic acid derivatives	Fatty acyl glycosides of mono- and disaccharides
0.0583364805913304	Bile acids, alcohols and derivatives	Monoterpenoids
0.0579288772214234	Gluco/mineralocorticoids, progestogins and derivatives	Fatty amides
0.0578778044400461	Benzoic acid esters	Triterpenoids
0.0578324109384273	Organic sulfuric acids and derivatives	Coumarins and derivatives
0.0577245443515828	Azoles	Benzoic acid esters
0.0575401483204724	Acyclic diterpenoids	Triacylglycerols
0.0575046825768153	Medium-chain fatty acids	Pyridines and derivatives
0.0574483351780542	Tricarboxylic acids and derivatives	Cholesterols and derivatives
0.0574235825123521	Isoflavonoids	Cinnamic acids and derivatives
0.0574174546962997	Alkyl-phenylketones	Very long-chain fatty acids
0.0573876488943811	Tricarboxylic acids and derivatives	Cinnamic acids and derivatives
0.0573448841820539	1,2-diacylglycerols	Ketones
0.0573319730793498	Tricarboxylic acids and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
0.0571693187791394	Organonitrogen compounds	Fatty acid esters
0.057069918147158	Phosphatidylethanolamines	Pyridines and derivatives
0.0570507499049624	O-glycosyl compounds	Triterpenoids
0.0569118109700986	Organic sulfuric acids and derivatives	Quinolines and derivatives
0.0568284336620566	Sphingolipids	Thiazoles
0.0568261006017416	Dicarboxylic acids and derivatives	Cinnamic acids and derivatives
0.0568252706949138	Benzene and substituted derivatives	Phenylpropanes
0.0567202019865461	Annonaceous acetogenins	Diazines
0.0564840337178554	Phenolic glycosides	O-glycosyl compounds
0.0564424354609581	Quinolines and derivatives	Azoles
0.056431253358111	Sulfated steroids	Fatty acyl glycosides of mono- and disaccharides
0.0564200932676659	Bile acids, alcohols and derivatives	Fatty acid esters
0.0563851973917306	Pyridines and derivatives	Fatty acid esters
0.0563650034614404	O-glycosyl compounds	Lineolic acids and derivatives
0.0563096282092516	Lactones	Fatty acids and conjugates
0.0562952181825534	Coumarins and derivatives	Stigmastanes and derivatives
0.0562286137133014	Tricarboxylic acids and derivatives	Benzene and substituted derivatives
0.0561984408768341	Oligopeptides	Phosphatidylcholines
0.056010896905015	Purine nucleosides	Diterpenoids
0.0559655069809168	Alkyl-phenylketones	Fatty alcohols
0.0559616336693639	Fatty amides	Fatty acids and conjugates
0.0559053716141844	Sulfated steroids	Purine nucleosides
0.0558720323503914	Carboximidic acids and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.0558616348607735	Fatty acyl glycosides of mono- and disaccharides	Ketones
0.0557539296087224	Beta-diketones	Lineolic acids and derivatives
0.0557171738976004	Diazines	Lineolic acids and derivatives
0.0555481213465624	Ergosterols and derivatives	1,2-diacylglycerols
0.0554238092899063	Benzoic acid esters	O-glycosyl compounds
0.0553780608396622	Carboximidic acids and derivatives	Triterpenoids
0.0552743359558594	Hydroxycinnamic acids and derivatives	Phosphatidylethanolamines
0.0550626168179924	Benzoic acid esters	Beta-diketones
0.0550482986649776	Alkyl-phenylketones	Lineolic acids and derivatives
0.0549836269641985	Peptides	Long-chain fatty alcohols
0.0549733936518215	Organic sulfuric acids and derivatives	Organonitrogen compounds
0.0547901608454396	Sulfated steroids	Acyclic diterpenoids
0.0545893945968143	N-acyl-alpha amino acids	Triacylglycerols
0.0544909823608717	L-alpha-amino acids	Sesquiterpenoids
0.0543589993549749	Cholesterols and derivatives	Coumarins and derivatives
0.0543003966709123	Brassinolides and derivatives	Sesquiterpenoids
0.0540886240656568	Benzopyrans	Brassinolides and derivatives
0.0540070901948603	Long-chain fatty alcohols	Cholesteryl esters
0.0537242658099154	Peptides	Benzenesulfonic acids and derivatives
0.0536627148639678	Ergosterols and derivatives	Cinnamic acids and derivatives
0.0535449893364273	Stigmastanes and derivatives	Cinnamic acids and derivatives
0.0535216210966394	1-monoacylglycerols	Acyclic diterpenoids
0.0534643085528764	1-alkyl,2-acylglycero-3-phosphocholines	Stigmastanes and derivatives
0.053435225521716	Sulfated steroids	Hydroxycinnamic acids and derivatives
0.0533717100723375	Tetrahydroisoquinolines	Azoles
0.0533397893027753	Hydroxycinnamic acids and derivatives	Phenolic glycosides
0.0532752765690614	Benzene and substituted derivatives	Beta-diketones
0.0531392143664427	Phenolic glycosides	Imidazopyrimidines
0.0531045851531158	Isoflavonoids	Diterpenoids
0.053021192413082	1-acyl-sn-glycero-3-phosphocholines	Benzopyrans
0.0529830030320386	Acyclic diterpenoids	Fatty acids and conjugates
0.0529113593417211	Hydroxycinnamic acids and derivatives	Fatty acids and conjugates
0.0529074947298624	1,2-diacylglycerols	Long-chain fatty alcohols
0.052906297718571	Azoles	Fatty acyl glycosides of mono- and disaccharides
0.0528859620793001	Organic sulfuric acids and derivatives	Benzodioxoles
0.0521427562565812	Benzoic acids and derivatives	N-acyl-alpha amino acids
0.0520911086645678	Organic sulfuric acids and derivatives	Long-chain fatty alcohols
0.0519138657277702	Lactones	Indoles and derivatives
0.0519123739212888	1-monoacylglycerols	Benzenesulfonic acids and derivatives
0.0517317895591154	Lactones	Stigmastanes and derivatives
0.0515652203701294	Dicarboxylic acids and derivatives	O-glycosyl compounds
0.0515218501919705	Lactones	Beta-diketones
0.0515170977384764	Phenol ethers	Thiazoles
0.0513957631266344	Purine nucleosides	Amino acids, peptides, and analogues
0.051227863118368	Quinolines and derivatives	Amino acids, peptides, and analogues
0.051215023364425	Isoflavonoids	Amino acids, peptides, and analogues
0.0511334424734003	Imidazopyrimidines	Thiazoles
0.0510855218282378	L-alpha-amino acids	Ketones
0.0510777505799029	Benzodioxoles	Beta-diketones
0.0510758229596815	Azoles	Monoterpenoids
0.0509955643780712	Cholesterols and derivatives	1-alkyl,2-acylglycero-3-phosphocholines
0.0508424737660794	1-acyl-sn-glycero-3-phosphoethanolamines	Hydroxybenzoic acid derivatives
0.0508167256794738	Coumarins and derivatives	Cholesteryl esters
0.0508114948416302	Ergosterols and derivatives	Keto acids and derivatives
0.0507772699223852	Annonaceous acetogenins	Lactones
0.0505808113157111	Beta-diketones	Cholesteryl esters
0.0505597236197925	Benzopyrans	Cinnamic acids and derivatives
0.050552388691868	Stigmastanes and derivatives	Keto acids and derivatives
0.0504815587690726	Medium-chain fatty acids	O-glycosyl compounds
0.0503692600959669	Phosphatidylethanolamines	Stigmastanes and derivatives
0.0503472225263411	Alkyl-phenylketones	Keto acids and derivatives
0.0503249261690714	Tricarboxylic acids and derivatives	Triacylglycerols
0.0502948190857166	Annonaceous acetogenins	Brassinolides and derivatives
0.0502939713364522	Flavonoids	Lineolic acids and derivatives
0.0502913529978076	Hydroxycinnamic acids and derivatives	Cholesteryl esters
0.0502539043715167	Imidazopyrimidines	Fatty acid esters
0.0501558490387023	Peptides	Alpha amino acids
0.0501379727792608	L-alpha-amino acids	Acyl carnitines
0.05012816785029	Dipeptides	Benzodioxoles
0.0500283321091982	Bile acids, alcohols and derivatives	O-glycosyl compounds
0.0498640326414509	1-alkyl,2-acylglycero-3-phosphocholines	Alpha amino acids
0.0496485383695224	1-acyl-sn-glycero-3-phosphocholines	Indoles and derivatives
0.0496135264441052	Ergosterols and derivatives	Benzene and substituted derivatives
0.0494843871985169	Dipeptides	Peptidomimetics
0.0492940736470104	Sphingolipids	Very long-chain fatty acids
0.0492872072407463	Very long-chain fatty acids	Keto acids and derivatives
0.0492633109018967	Flavonoids	Keto acids and derivatives
0.0491481249634923	Hydroxycinnamic acids and derivatives	Acyl carnitines
0.0489037596151301	Monoterpenoids	Cinnamic acids and derivatives
0.0487203169262335	Hydroxycinnamic acids and derivatives	Beta-diketones
0.048685130854779	Hydroxy acids and derivatives	1-monoacylglycerols
0.0486846938159143	1-acyl-sn-glycero-3-phosphoethanolamines	Isoflavonoids
0.0485845923477048	Alkyl-phenylketones	1,3-diacylglycerols
0.0484997639658308	Quinolines and derivatives	Thiazoles
0.0484400919888418	Hydroxybenzoic acid derivatives	Phenolic glycosides
0.048421593572646	Brassinolides and derivatives	Pyridines and derivatives
0.0483964591598876	Dicarboxylic acids and derivatives	N-acyl-alpha amino acids
0.0483665071974174	Hydroxycinnamic acids and derivatives	Benzenesulfonic acids and derivatives
0.0483387455859204	Dicarboxylic acids and derivatives	Phenols
0.048282744347269	1-monoacylglycerols	Fatty acid esters
0.0482796655421345	1-alkyl,2-acylglycero-3-phosphocholines	Amino acids, peptides, and analogues
0.0481639136829565	Ketones	Organonitrogen compounds
0.0481578758437458	Brassinolides and derivatives	Long-chain fatty acids
0.048047060174513	Phenylpropanes	Cholesteryl esters
0.0479803674379361	Keto acids and derivatives	Fatty acids and conjugates
0.0479688323720292	Phenylpropanes	Triacylglycerols
0.0478869395135342	1-monoacylglycerols	Indoles and derivatives
0.0477980082464348	L-alpha-amino acids	Beta-diketones
0.047730144290231	Benzoic acids and derivatives	Ketones
0.0477205192802514	Fatty acids and conjugates	N-acyl-alpha amino acids
0.0474713027425996	1-alkyl,2-acylglycero-3-phosphocholines	Fatty acid esters
0.0473453289203236	1-acyl-sn-glycero-3-phosphocholines	Monoterpenoids
0.0473014945273417	1,2-diacylglycerols	Cholesteryl esters
0.0472662989728937	Fatty amides	Fatty acid esters
0.0471854488151776	Benzopyrans	Indoles and derivatives
0.0469568228169302	1-acyl-sn-glycero-3-phosphoethanolamines	Oligopeptides
0.0468442081324225	Lactones	Thiazoles
0.046842638297755	Benzoic acid esters	Indoles and derivatives
0.0467298000899295	Brassinolides and derivatives	Acyl carnitines
0.0466932664572164	Brassinolides and derivatives	Diterpenoids
0.0466804574588702	Phenolic glycosides	Acyclic diterpenoids
0.0466599496804282	Gluco/mineralocorticoids, progestogins and derivatives	Keto acids and derivatives
0.0466098052125646	Quinolines and derivatives	Long-chain fatty alcohols
0.0465666802707538	Beta-diketones	Sesquiterpenoids
0.046559037209636	Peptidomimetics	N-acyl-alpha amino acids
0.0462935613344645	O-glycosyl compounds	Tetrahydroxy bile acids, alcohols and derivatives
0.0461792879591871	Bile acids, alcohols and derivatives	Brassinolides and derivatives
0.0461632931854599	Fatty amides	Keto acids and derivatives
0.0460866767205265	Organonitrogen compounds	Amino acids, peptides, and analogues
0.0460683803436442	Tricarboxylic acids and derivatives	Dipeptides
0.0460397531072752	Stigmastanes and derivatives	Indoles and derivatives
0.0458145192017191	Fatty acyl glycosides of mono- and disaccharides	Triterpenoids
0.0457328536878071	Hydroxycinnamic acids and derivatives	Brassinolides and derivatives
0.0457168394395455	Organic sulfuric acids and derivatives	Diterpenoids
0.0456937359498432	Alkyl-phenylketones	Hydroxybenzoic acid derivatives
0.0452678455010147	1-acyl-sn-glycero-3-phosphoethanolamines	Indoles and derivatives
0.0450519369051504	Benzoic acid esters	Long-chain fatty acids
0.0450475990952931	Azoles	Triacylglycerols
0.0449825290531168	Acyl carnitines	Long-chain fatty acids
0.0449416084524528	Monoterpenoids	Benzoic acid esters
0.0447925036402809	Benzenesulfonic acids and derivatives	Cholesteryl esters
0.0447068442532995	Quinolines and derivatives	Imidazopyrimidines
0.0445786966785049	Fatty acid esters	Amino acids, peptides, and analogues
0.0445780179926892	Dicarboxylic acids and derivatives	Pyridines and derivatives
0.0445766480195168	1-alkyl,2-acylglycero-3-phosphocholines	Peptidomimetics
0.0442379571277316	Lactones	Diazines
0.0442070952876023	Beta-diketones	Triterpenoids
0.0441007394432029	Dicarboxylic acids and derivatives	Phenolic glycosides
0.0440609385328788	Alkyl-phenylketones	Purine nucleosides
0.0438455929565487	L-alpha-amino acids	Imidazopyrimidines
0.0437507240134645	Tetrahydroisoquinolines	Brassinolides and derivatives
0.0436848769429057	L-alpha-amino acids	Hydroxybenzoic acid derivatives
0.0436734657926365	Flavonoids	Thiazoles
0.0435026416586898	Sulfated steroids	Gluco/mineralocorticoids, progestogins and derivatives
0.0431375188382996	Lactones	Triterpenoids
0.0429654299226608	O-glycosyl compounds	Cholesteryl esters
0.042916024982653	Cinnamic acids and derivatives	Phenols
0.0426022271184462	Oligopeptides	Amino acids, peptides, and analogues
0.0425247652117109	Hydroxycinnamic acids and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.0425181009363932	Fatty amides	Acyl carnitines
0.0422694167566109	Sphingolipids	Organonitrogen compounds
0.0422419289047641	Cinnamic acids and derivatives	Fatty acid esters
0.0421844891780104	Quinolines and derivatives	Cinnamic acids and derivatives
0.0419385756124482	Benzene and substituted derivatives	Peptidomimetics
0.0418586809335855	Stigmastanes and derivatives	Diterpenoids
0.0417729933807652	1-monoacylglycerols	Phenols
0.0415547489308215	Cholesterols and derivatives	1,2-diacylglycerols
0.0415120321085446	Monoterpenoids	Long-chain fatty alcohols
0.0413932525437757	Benzopyrans	Long-chain fatty alcohols
0.0413353800130908	Tetrahydroxy bile acids, alcohols and derivatives	Triacylglycerols
0.041165217849388	N-acyl-alpha amino acids	Thiazoles
0.0411122635681086	L-alpha-amino acids	Long-chain fatty alcohols
0.0408783643018817	Sulfated steroids	Fatty alcohols
0.0408701893895773	Peptides	Tetrahydroxy bile acids, alcohols and derivatives
0.040777554234238	Fatty amides	Alpha amino acids
0.0407597956597513	1-acyl-sn-glycero-3-phosphocholines	Sesquiterpenoids
0.0407123571855614	Tetrahydroisoquinolines	Thiazoles
0.0406755875641167	1-alkyl,2-acylglycero-3-phosphocholines	N-acyl-alpha amino acids
0.0406727886471389	Fatty amides	Triacylglycerols
0.0402828545793487	Carboximidic acids and derivatives	Sphingolipids
0.040250205969307	Azoles	Acyclic diterpenoids
0.0401651569414443	Hydroxybenzoic acid derivatives	Cholesteryl esters
0.0399317494895736	Organic sulfuric acids and derivatives	Monoterpenoids
0.0398927213435683	Coumarins and derivatives	Fatty acid esters
0.0398624735498476	Tetrahydroisoquinolines	Cholesteryl esters
0.0397902739477532	Tetrahydroisoquinolines	Tetrahydroxy bile acids, alcohols and derivatives
0.0395553530015972	Annonaceous acetogenins	O-glycosyl compounds
0.039492972094475	Hydroxybenzoic acid derivatives	Lineolic acids and derivatives
0.0393859796183242	Glutamine and derivatives	Stigmastanes and derivatives
0.0393774993622406	Indoles and derivatives	Cinnamic acids and derivatives
0.0393554290381511	Brassinolides and derivatives	Fatty alcohols
0.0392634431413869	Phenol ethers	Monoterpenoids
0.0391011214431333	Purine nucleosides	1,2-diacylglycerols
0.0387204815382504	Dicarboxylic acids and derivatives	Peptidomimetics
0.0387118870312737	Very long-chain fatty acids	Benzoic acids and derivatives
0.0386936525639341	Purine nucleosides	Peptides
0.0385488609452815	Medium-chain fatty acids	Glutamine and derivatives
0.0384883893900995	Gluco/mineralocorticoids, progestogins and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.0384307195298546	Phenol ethers	Fatty acids and conjugates
0.0384067838825856	Azolidines	O-glycosyl compounds
0.0383029995216483	Phosphatidylethanolamines	Cinnamic acids and derivatives
0.0383012700004474	Alkyl-phenylketones	Benzene and substituted derivatives
0.0382726582631377	Monoterpenoids	Brassinolides and derivatives
0.0382704741404504	Flavonoids	Medium-chain fatty acids
0.038250784769379	1-alkyl,2-acylglycero-3-phosphocholines	O-glycosyl compounds
0.038182811154011	Tricarboxylic acids and derivatives	Benzoic acids and derivatives
0.0379770024808471	Benzodioxoles	Indoles and derivatives
0.0378978286802547	Quinolines and derivatives	Coumarins and derivatives
0.0377831067135292	Azolidines	1,2-diacylglycerols
0.0377829103754974	Phenylpropanes	Diazines
0.0377767369556864	Hydroxy acids and derivatives	Sulfated steroids
0.0376081447409608	Acyl carnitines	Diterpenoids
0.037470020460405	Hydroxycinnamic acids and derivatives	Oligopeptides
0.0373607073027765	Bile acids, alcohols and derivatives	Phosphatidylethanolamines
0.0373531242760384	Fatty alcohols	N-acyl-alpha amino acids
0.0373301819927591	1-monoacylglycerols	Long-chain fatty alcohols
0.0372635929603998	Very long-chain fatty acids	Long-chain fatty alcohols
0.0372580678471217	Monoterpenoids	Benzoic acids and derivatives
0.0372510605650322	Ergosterols and derivatives	Hydroxycinnamic acids and derivatives
0.037238640821972	Sphingolipids	1-alkyl,2-acylglycero-3-phosphocholines
0.0372036893406983	Benzenesulfonic acids and derivatives	Amino acids, peptides, and analogues
0.0371587595843141	Azolidines	Oligopeptides
0.037073155298234	1-acyl-sn-glycero-3-phosphocholines	Hydroxycinnamic acids and derivatives
0.037035757583922	Carboximidic acids and derivatives	Azoles
0.0369356314761909	Stigmastanes and derivatives	Sesquiterpenoids
0.0369194555750326	Carboximidic acids and derivatives	Benzopyrans
0.0365546851088435	Purine nucleosides	Diazines
0.0365413856217428	Alkyl-phenylketones	Acyl carnitines
0.0364893710834452	Sphingolipids	Benzenesulfonic acids and derivatives
0.0364523397646322	Peptidomimetics	Fatty acids and conjugates
0.0363640289259982	Medium-chain fatty acids	Tetrahydroxy bile acids, alcohols and derivatives
0.0363607418785096	Hydroxy acids and derivatives	1,2-diacylglycerols
0.0362637169512097	O-glycosyl compounds	Cinnamic acids and derivatives
0.0362141899555424	Alpha amino acids	Acyl carnitines
0.0361629880572797	Benzodioxoles	Triterpenoids
0.0361331976944907	Flavonoids	Fatty amides
0.0360974316748498	1-acyl-sn-glycero-3-phosphocholines	N-acyl-alpha amino acids
0.0360574461152261	Stigmastanes and derivatives	Amino acids, peptides, and analogues
0.0360523322267326	Azoles	Oligopeptides
0.0360348594855511	Sulfated steroids	Dipeptides
0.0358570323341397	Cholesterols and derivatives	Indoles and derivatives
0.0358369595695078	1-monoacylglycerols	Fatty amides
0.0357792098410245	Stigmastanes and derivatives	Alpha amino acids
0.0357523563102339	Benzopyrans	N-acyl-alpha amino acids
0.035690957193153	Phenol ethers	Isoflavonoids
0.0356348246158326	Imidazopyrimidines	Long-chain fatty acids
0.0355782377468096	Cinnamic acids and derivatives	Alpha amino acids
0.0355547992298797	Phenol ethers	O-glycosyl compounds
0.0354180014300288	Benzodioxoles	Phosphatidylethanolamines
0.0353577138434161	Alkyl-phenylketones	Benzodioxoles
0.0351393487626596	Phenolic glycosides	Alpha amino acids
0.0351176891250441	Tricarboxylic acids and derivatives	Isoflavonoids
0.035083388245208	Medium-chain fatty acids	Stigmastanes and derivatives
0.0349731598355134	Dipeptides	O-glycosyl compounds
0.034823794411818	Benzodioxoles	Fatty acid esters
0.0346094624578055	O-glycosyl compounds	Acyclic diterpenoids
0.034422853559494	Peptides	Brassinolides and derivatives
0.0343967699735459	Oligopeptides	Tetrahydroxy bile acids, alcohols and derivatives
0.0343599806445238	Sulfated steroids	Organonitrogen compounds
0.0342377911508028	1-acyl-sn-glycero-3-phosphocholines	Brassinolides and derivatives
0.0341906542452302	Azoles	Fatty alcohols
0.0339604258285461	Keto acids and derivatives	Diazines
0.033911216943625	Long-chain fatty alcohols	Diterpenoids
0.0338855374065299	Organic sulfuric acids and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.0337561132249982	Benzopyrans	1-alkyl,2-acylglycero-3-phosphocholines
0.0335870194574935	Coumarins and derivatives	Imidazopyrimidines
0.0335862940361378	Long-chain fatty alcohols	Organonitrogen compounds
0.0335762615136082	Ketones	Tetrahydroxy bile acids, alcohols and derivatives
0.0335245323907596	1-alkyl,2-acylglycero-3-phosphocholines	Phenylpropanes
0.0334494938184329	N-acyl-alpha amino acids	Cholesteryl esters
0.0333608402662041	Cholesterols and derivatives	Fatty alcohols
0.0332656415112277	Organic sulfuric acids and derivatives	Isoflavonoids
0.033256757686423	Fatty acids and conjugates	Organonitrogen compounds
0.0331561640694393	Organic sulfuric acids and derivatives	Indoles and derivatives
0.0330659827194351	Purine nucleosides	Acyclic diterpenoids
0.0330291356048411	O-glycosyl compounds	Organonitrogen compounds
0.0329359804082816	Benzopyrans	Tricarboxylic acids and derivatives
0.032855973630752	Medium-chain fatty acids	Benzoic acid esters
0.0327741052868601	Keto acids and derivatives	Triterpenoids
0.0327721148418159	Peptidomimetics	Hydroxybenzoic acid derivatives
0.0327326263175515	Phenol ethers	Sulfated steroids
0.0326630819451229	Benzene and substituted derivatives	Triterpenoids
0.0322702127538159	Ketones	Acyclic diterpenoids
0.0319826449749647	Hydroxycinnamic acids and derivatives	Lineolic acids and derivatives
0.0319241140352998	Phenolic glycosides	Diazines
0.031916163817423	Bile acids, alcohols and derivatives	Fatty acyl glycosides of mono- and disaccharides
0.0319017211024196	Quinolines and derivatives	Monoterpenoids
0.0318905120082692	Hydroxy acids and derivatives	Quinolines and derivatives
0.031880990366176	1-alkyl,2-acylglycero-3-phosphocholines	1-monoacylglycerols
0.0315580043920809	Dicarboxylic acids and derivatives	Phosphatidylcholines
0.0315340674797651	Azoles	Tetrahydroxy bile acids, alcohols and derivatives
0.0314851112838739	Benzoic acids and derivatives	Diterpenoids
0.031343459982786	Sphingolipids	1,2-diacylglycerols
0.0312773399000106	Cholesterols and derivatives	Triterpenoids
0.03123483095966	1-alkyl,2-acylglycero-3-phosphocholines	Glutamine and derivatives
0.0312016126633155	1-monoacylglycerols	Stigmastanes and derivatives
0.03116940871881	Lactones	Lineolic acids and derivatives
0.0311580000221385	Hydroxybenzoic acid derivatives	Triacylglycerols
0.031027587385037	Annonaceous acetogenins	Fatty amides
0.0309608077498453	Coumarins and derivatives	N-acyl-alpha amino acids
0.0308926107989245	Lactones	Brassinolides and derivatives
0.0308880206036024	Benzodioxoles	Ketones
0.030868959367544	Gluco/mineralocorticoids, progestogins and derivatives	Brassinolides and derivatives
0.0308498023221248	Peptidomimetics	Phenols
0.0308208303433144	Annonaceous acetogenins	Fatty alcohols
0.030708749207849	Keto acids and derivatives	Isoflavonoids
0.0307071290254136	Hydroxybenzoic acid derivatives	Amino acids, peptides, and analogues
0.0306628699748554	O-glycosyl compounds	Triacylglycerols
0.0306271122477556	Phenol ethers	Fatty alcohols
0.0306193355937817	Phosphatidylcholines	Indoles and derivatives
0.0306080712098471	Benzoic acids and derivatives	Sesquiterpenoids
0.0305344501638105	Dipeptides	Isoflavonoids
0.0304891845661163	Phenol ethers	Purine nucleosides
0.0302184555268497	Medium-chain fatty acids	Keto acids and derivatives
0.0301355682041902	Purine nucleosides	Monoterpenoids
0.0300915951223631	1,2-diacylglycerols	Amino acids, peptides, and analogues
0.0299704053343664	Glutamine and derivatives	Fatty acids and conjugates
0.0299549530031673	Sulfated steroids	Tetrahydroxy bile acids, alcohols and derivatives
0.0298085411910542	Beta-diketones	Diazines
0.02977617250757	Purine nucleosides	Benzoic acids and derivatives
0.0295701636340171	Tricarboxylic acids and derivatives	1,3-diacylglycerols
0.029357679251853	Sphingolipids	Long-chain fatty alcohols
0.0292246131522372	Monoterpenoids	Acyl carnitines
0.0287297924348211	Oligopeptides	Stigmastanes and derivatives
0.0286444509340236	Peptides	Fatty acid esters
0.0285608050713918	Benzene and substituted derivatives	Benzoic acid esters
0.0285518038325907	1-monoacylglycerols	Fatty alcohols
0.0285209435631649	Monoterpenoids	Phosphatidylcholines
0.0283418076975411	Acyclic diterpenoids	Fatty acid esters
0.0283389414265903	Tricarboxylic acids and derivatives	Diterpenoids
0.0281970822769943	Cholesteryl esters	Lineolic acids and derivatives
0.0281787913409631	Monoterpenoids	Fatty acids and conjugates
0.0281784621390952	Dicarboxylic acids and derivatives	Hydroxycinnamic acids and derivatives
0.0281510620644345	Benzoic acid esters	Triacylglycerols
0.0280383682639391	Flavonoids	Tetrahydroxy bile acids, alcohols and derivatives
0.0280236704714277	Alkyl-phenylketones	Brassinolides and derivatives
0.0279737793963647	Benzoic acid esters	Brassinolides and derivatives
0.0279455015945569	Gluco/mineralocorticoids, progestogins and derivatives	Fatty acids and conjugates
0.0278395674016049	1-acyl-sn-glycero-3-phosphocholines	1,2-diacylglycerols
0.0278268354760762	Peptidomimetics	Cholesteryl esters
0.0277542135512196	Alpha amino acids	Fatty acid esters
0.0277222038769117	Cholesterols and derivatives	Hydroxybenzoic acid derivatives
0.0277007936219349	Phenylpropanes	Keto acids and derivatives
0.0276531140566028	Brassinolides and derivatives	Cholesteryl esters
0.0274391263442402	Pyridines and derivatives	Triterpenoids
0.027405480437192	Organic sulfuric acids and derivatives	Amino acids, peptides, and analogues
0.0272864081848565	Benzopyrans	Imidazopyrimidines
0.0272781325024262	Glutamine and derivatives	Thiazoles
0.0271729399365991	Tricarboxylic acids and derivatives	1-alkyl,2-acylglycero-3-phosphocholines
0.0270196469156865	Dicarboxylic acids and derivatives	Tricarboxylic acids and derivatives
0.0269216097104239	Peptidomimetics	Acyl carnitines
0.0268003141610605	Sulfated steroids	Annonaceous acetogenins
0.0264641250335505	Brassinolides and derivatives	Thiazoles
0.0264617388281145	Hydroxycinnamic acids and derivatives	Benzoic acids and derivatives
0.0263997564974665	Beta-diketones	Isoflavonoids
