value	namei	namej
0.00371567961715735	Purine nucleosides	Sesquiterpenoids
0.0036479584168238	Peptidomimetics	Benzoic acid esters
0.00351961661263679	Oligopeptides	Thiazoles
0.00351498894984836	Carboximidic acids and derivatives	1,3-diacylglycerols
0.00338998082347684	Hydroxy acids and derivatives	Phenylpropanes
0.00337380665750029	Bile acids, alcohols and derivatives	Phosphatidylcholines
0.00331218449178916	1-acyl-sn-glycero-3-phosphoethanolamines	Phenols
0.00325709556240552	Azoles	Thiazoles
0.00322760878866694	Medium-chain fatty acids	Gluco/mineralocorticoids, progestogins and derivatives
0.00315576996752401	Gluco/mineralocorticoids, progestogins and derivatives	Amino acids, peptides, and analogues
0.00283086923108739	Alkyl-phenylketones	Amino acids, peptides, and analogues
0.00281435881105532	Peptidomimetics	Fatty acid esters
0.00277532654811938	Flavonoids	1,2-diacylglycerols
0.00275934076311437	Benzoic acids and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
0.00270869771268284	Carboximidic acids and derivatives	Purine nucleosides
0.00265960034265437	Dipeptides	1-alkyl,2-acylglycero-3-phosphocholines
0.00262524348373425	Cholesterols and derivatives	1-monoacylglycerols
0.00258852360958669	Very long-chain fatty acids	Benzodioxoles
0.00245962281990211	Phenylpropanes	Beta-diketones
0.00245281763034724	Organic sulfuric acids and derivatives	Peptidomimetics
0.00243477918992039	Benzene and substituted derivatives	Azoles
0.00242166083232692	Benzenesulfonic acids and derivatives	Diterpenoids
0.00237470298766829	1-monoacylglycerols	Cinnamic acids and derivatives
0.00233041083123563	Glutamine and derivatives	Benzenesulfonic acids and derivatives
0.0022345597731178	Phosphatidylethanolamines	Fatty acid esters
0.00207421370021568	Benzopyrans	Phenylpropanes
0.00198254978061434	Lactones	Cholesteryl esters
0.00194718156773638	1-acyl-sn-glycero-3-phosphoethanolamines	Benzopyrans
0.00188506069609131	Annonaceous acetogenins	1-monoacylglycerols
0.00186240837390634	Benzene and substituted derivatives	Fatty acids and conjugates
0.00178529418803822	Benzene and substituted derivatives	Pyridines and derivatives
0.00169538829402344	Azolidines	Quinolines and derivatives
0.00164824081893442	Cholesterols and derivatives	Cinnamic acids and derivatives
0.00164137494185547	Fatty amides	Brassinolides and derivatives
0.00153571009978669	L-alpha-amino acids	Triterpenoids
0.00152313984475238	Long-chain fatty alcohols	Indoles and derivatives
0.00139091279966271	Hydroxycinnamic acids and derivatives	1-alkyl,2-acylglycero-3-phosphocholines
0.00136980795649855	Benzodioxoles	Thiazoles
0.00135144226832718	Fatty amides	Fatty alcohols
0.00131294831612388	Cholesteryl esters	Long-chain fatty acids
0.00130664935464255	Quinolines and derivatives	Pyridines and derivatives
0.00129796298641316	1-acyl-sn-glycero-3-phosphoethanolamines	Gluco/mineralocorticoids, progestogins and derivatives
0.00128063359545696	Very long-chain fatty acids	Diterpenoids
0.00119575819944127	Dipeptides	Alpha amino acids
0.000948219876143868	Gluco/mineralocorticoids, progestogins and derivatives	Fatty acid esters
0.0009099331529652	Benzene and substituted derivatives	Fatty alcohols
0.000902286649322952	Quinolines and derivatives	Cholesteryl esters
0.000849764051406649	Hydroxycinnamic acids and derivatives	Acyclic diterpenoids
0.000772811915391196	L-alpha-amino acids	Cholesterols and derivatives
0.00075268229400537	Peptides	Oligopeptides
0.000644560045566673	Dicarboxylic acids and derivatives	Glutamine and derivatives
0.00062198990104879	Long-chain fatty alcohols	N-acyl-alpha amino acids
0.000615511764352623	Peptidomimetics	Diazines
0.000507803868972654	Annonaceous acetogenins	Phosphatidylethanolamines
0.000506619565835069	Very long-chain fatty acids	Alpha amino acids
0.000476678680425406	Dipeptides	Ketones
0.000361545240872727	Peptidomimetics	Acyclic diterpenoids
0.000347722209801557	Annonaceous acetogenins	1,3-diacylglycerols
0.000261840688356556	Phenylpropanes	Organonitrogen compounds
0.000255107794534622	Benzopyrans	Gluco/mineralocorticoids, progestogins and derivatives
0.000223989954063036	Flavonoids	Dipeptides
0.000170117413200549	Peptidomimetics	1,3-diacylglycerols
0.000134860352430089	Imidazopyrimidines	Isoflavonoids
0.000106967476891586	Coumarins and derivatives	Phenols
8.76389520741398e-05	Sulfated steroids	Phenylpropanes
3.64304041504534e-05	Oligopeptides	1,3-diacylglycerols
2.39233366421927e-05	Benzodioxoles	1-monoacylglycerols
-5.25982757025299e-05	Coumarins and derivatives	Peptides
-0.00028454008353347	Sulfated steroids	Benzenesulfonic acids and derivatives
-0.000342424578309521	Organic sulfuric acids and derivatives	Fatty amides
-0.000458321086673866	Medium-chain fatty acids	Lactones
-0.000481868987323334	Lactones	Diterpenoids
-0.000532989251022724	Peptides	Benzoic acids and derivatives
-0.000550378960651329	Alpha amino acids	N-acyl-alpha amino acids
-0.000562952026222992	Imidazopyrimidines	Sesquiterpenoids
-0.000568103542352189	L-alpha-amino acids	Cinnamic acids and derivatives
-0.000612522900042362	Quinolines and derivatives	Sesquiterpenoids
-0.000661303510568401	Dicarboxylic acids and derivatives	Sulfated steroids
-0.00075696071176507	Fatty acyl glycosides of mono- and disaccharides	Acyl carnitines
-0.000793299797240455	Phenols	Lineolic acids and derivatives
-0.000842165517646474	Dicarboxylic acids and derivatives	Azoles
-0.0008585315204371	Fatty acyl glycosides of mono- and disaccharides	Diazines
-0.000866910795554981	Ketones	Amino acids, peptides, and analogues
-0.000939525302740736	Benzodioxoles	Brassinolides and derivatives
-0.000961111394643026	Benzoic acid esters	Phenols
-0.000977653644815914	Gluco/mineralocorticoids, progestogins and derivatives	Phenolic glycosides
-0.00102303348179119	Lactones	Keto acids and derivatives
-0.00119003616553764	1-alkyl,2-acylglycero-3-phosphocholines	Acyclic diterpenoids
-0.00121329979091525	Purine nucleosides	Fatty acyl glycosides of mono- and disaccharides
-0.00121772667180822	Flavonoids	Phenylpropanes
-0.00125051885605025	Benzopyrans	Benzoic acid esters
-0.00142399698250296	Carboximidic acids and derivatives	Isoflavonoids
-0.00143172625704971	Carboximidic acids and derivatives	Long-chain fatty alcohols
-0.00143707769108858	Coumarins and derivatives	Benzene and substituted derivatives
-0.00151168108977109	Peptidomimetics	Benzenesulfonic acids and derivatives
-0.0015209180759416	Coumarins and derivatives	Fatty acyl glycosides of mono- and disaccharides
-0.00153308357883031	Benzenesulfonic acids and derivatives	Sesquiterpenoids
-0.00155765844424683	Azoles	Peptidomimetics
-0.00158780626995989	Sphingolipids	Acyclic diterpenoids
-0.00159401759427507	Peptides	Thiazoles
-0.00168704213469723	Cholesterols and derivatives	N-acyl-alpha amino acids
-0.00175348062205765	Very long-chain fatty acids	Thiazoles
-0.00181638193612081	Lactones	Acyclic diterpenoids
-0.00187031379737492	Long-chain fatty alcohols	Triterpenoids
-0.00187125650102339	Benzenesulfonic acids and derivatives	Stigmastanes and derivatives
-0.00193892649934917	Medium-chain fatty acids	Hydroxybenzoic acid derivatives
-0.00194751582362392	Indoles and derivatives	Long-chain fatty acids
-0.00197595426124601	Benzene and substituted derivatives	Peptides
-0.00200843360826262	Carboximidic acids and derivatives	Long-chain fatty acids
-0.00205941597441436	Tricarboxylic acids and derivatives	Phenols
-0.0020637544040556	Phenolic glycosides	Phosphatidylethanolamines
-0.00210119462664251	Tetrahydroxy bile acids, alcohols and derivatives	Phosphatidylcholines
-0.00221503037783854	Phenylpropanes	Indoles and derivatives
-0.00226286327551802	Azoles	Cholesteryl esters
-0.00234551887174716	Tricarboxylic acids and derivatives	Very long-chain fatty acids
-0.00238517439267132	1-alkyl,2-acylglycero-3-phosphocholines	Triterpenoids
-0.00241282594140312	Gluco/mineralocorticoids, progestogins and derivatives	Diazines
-0.00243253253136986	Peptides	Diazines
-0.00246710614919985	Peptides	O-glycosyl compounds
-0.00252349054346547	Medium-chain fatty acids	Cinnamic acids and derivatives
-0.00259476199786258	Glutamine and derivatives	Sesquiterpenoids
-0.00260944781654359	1-alkyl,2-acylglycero-3-phosphocholines	Imidazopyrimidines
-0.00273382847761937	Diazines	Phosphatidylcholines
-0.00280516513688525	Indoles and derivatives	N-acyl-alpha amino acids
-0.00283316322691136	Alpha amino acids	Lineolic acids and derivatives
-0.0029011715712978	Fatty amides	Phosphatidylethanolamines
-0.00300224276363061	Benzene and substituted derivatives	1-monoacylglycerols
-0.00300476626200573	Peptides	Fatty acyl glycosides of mono- and disaccharides
-0.00301023448352639	Fatty acyl glycosides of mono- and disaccharides	Lineolic acids and derivatives
-0.00308415335757178	Coumarins and derivatives	Phosphatidylethanolamines
-0.00314779623462349	Medium-chain fatty acids	Long-chain fatty acids
-0.0032027896694061	Gluco/mineralocorticoids, progestogins and derivatives	Alpha amino acids
-0.00324360268085953	1-monoacylglycerols	Glutamine and derivatives
-0.00329565317711684	Thiazoles	Phenols
-0.00331985823212599	Phenylpropanes	Amino acids, peptides, and analogues
-0.00334823069150186	Hydroxybenzoic acid derivatives	Phosphatidylethanolamines
-0.00353563550926415	Purine nucleosides	Indoles and derivatives
-0.00365596395381698	Carboximidic acids and derivatives	Sulfated steroids
-0.0036807331933439	Coumarins and derivatives	Fatty amides
-0.0037881107823622	L-alpha-amino acids	Acyclic diterpenoids
-0.00391948158303212	Flavonoids	Benzoic acid esters
-0.00393957136847935	Tetrahydroisoquinolines	Fatty acyl glycosides of mono- and disaccharides
-0.00406305814932831	Phenol ethers	Indoles and derivatives
-0.00419841494500352	Annonaceous acetogenins	Ketones
-0.0042106659725405	Oligopeptides	Diazines
-0.00432159434767738	1-alkyl,2-acylglycero-3-phosphocholines	Keto acids and derivatives
-0.00441730093342471	Diterpenoids	Amino acids, peptides, and analogues
-0.00444380234906487	Carboximidic acids and derivatives	Phosphatidylcholines
-0.00449654264433482	Bile acids, alcohols and derivatives	Cinnamic acids and derivatives
-0.00450258105975987	Monoterpenoids	Isoflavonoids
-0.00451719871360945	Long-chain fatty alcohols	Phenols
-0.00452416749289546	Phenol ethers	Amino acids, peptides, and analogues
-0.00454639368136814	Benzopyrans	Purine nucleosides
-0.00456319282530972	Phenylpropanes	Fatty acyl glycosides of mono- and disaccharides
-0.00477470715134892	Fatty alcohols	Alpha amino acids
-0.00489102838572468	Organic sulfuric acids and derivatives	Benzoic acid esters
-0.00490133374075605	Monoterpenoids	1,3-diacylglycerols
-0.00491976704475846	Cholesterols and derivatives	Fatty acid esters
-0.00495410357577898	Phenolic glycosides	Triacylglycerols
-0.00498668987800057	Phenylpropanes	Lineolic acids and derivatives
-0.00505275828984795	Benzenesulfonic acids and derivatives	Ketones
-0.0051537645835255	Tetrahydroxy bile acids, alcohols and derivatives	Fatty acid esters
-0.00528277157230964	Benzene and substituted derivatives	Diterpenoids
-0.00540519370248443	Sphingolipids	Fatty acyl glycosides of mono- and disaccharides
-0.0054137325905635	Tetrahydroxy bile acids, alcohols and derivatives	Keto acids and derivatives
-0.00558996500267192	Ergosterols and derivatives	N-acyl-alpha amino acids
-0.0056938596144167	Dipeptides	Fatty acid esters
-0.00572619998277808	1-acyl-sn-glycero-3-phosphoethanolamines	1-alkyl,2-acylglycero-3-phosphocholines
-0.0058309430434679	Benzenesulfonic acids and derivatives	Indoles and derivatives
-0.00587164295767896	Benzodioxoles	Long-chain fatty alcohols
-0.00590506545005652	Cholesterols and derivatives	Long-chain fatty acids
-0.00595576804067604	Phenylpropanes	Long-chain fatty acids
-0.00598729628251115	Ergosterols and derivatives	Sesquiterpenoids
-0.0059979003886003	Dicarboxylic acids and derivatives	Long-chain fatty acids
-0.00600547514772919	Bile acids, alcohols and derivatives	Phenylpropanes
-0.00609810011214583	Fatty amides	Triterpenoids
-0.00611444068284404	Ketones	N-acyl-alpha amino acids
-0.00618978425917005	Flavonoids	Phosphatidylethanolamines
-0.00619127559854955	1-monoacylglycerols	Acyl carnitines
-0.00626716029666598	Annonaceous acetogenins	Purine nucleosides
-0.00662882168690517	Cinnamic acids and derivatives	Amino acids, peptides, and analogues
-0.00668589768350127	1,2-diacylglycerols	N-acyl-alpha amino acids
-0.00672631962018512	Sulfated steroids	Sesquiterpenoids
-0.00686591917852012	Peptidomimetics	Monoterpenoids
-0.0068910528102732	Coumarins and derivatives	Benzenesulfonic acids and derivatives
-0.00690609483257852	Bile acids, alcohols and derivatives	Long-chain fatty alcohols
-0.00692539716480064	1-acyl-sn-glycero-3-phosphoethanolamines	Acyclic diterpenoids
-0.00693466317983442	Alkyl-phenylketones	Triacylglycerols
-0.00708293819901686	Hydroxycinnamic acids and derivatives	Benzene and substituted derivatives
-0.00711662523651391	Ergosterols and derivatives	Phosphatidylethanolamines
-0.0072271178146051	Sphingolipids	Fatty acids and conjugates
-0.00743885306227336	Gluco/mineralocorticoids, progestogins and derivatives	1-monoacylglycerols
-0.00750343612778813	Azolidines	Brassinolides and derivatives
-0.00766513363409312	Fatty amides	Ketones
-0.00770138662351398	Azolidines	Stigmastanes and derivatives
-0.00770386606603246	Glutamine and derivatives	Imidazopyrimidines
-0.00781546481580379	Phenols	Cholesteryl esters
-0.0078594622160887	Fatty acyl glycosides of mono- and disaccharides	Cinnamic acids and derivatives
-0.00800134612854393	Acyclic diterpenoids	Pyridines and derivatives
-0.00809993740507615	Cinnamic acids and derivatives	Triterpenoids
-0.00812482637203718	Peptidomimetics	Imidazopyrimidines
-0.00815794160976121	N-acyl-alpha amino acids	Fatty acid esters
-0.00822590036012124	Stigmastanes and derivatives	Acyl carnitines
-0.00832746673395066	Hydroxycinnamic acids and derivatives	Azoles
-0.00840352435589493	Ergosterols and derivatives	Fatty acyl glycosides of mono- and disaccharides
-0.00844443229489918	Organic sulfuric acids and derivatives	Imidazopyrimidines
-0.00846846779537259	Ketones	Pyridines and derivatives
-0.00848432563917155	1-alkyl,2-acylglycero-3-phosphocholines	Cholesteryl esters
-0.00850708009210741	Dicarboxylic acids and derivatives	Phenylpropanes
-0.00860955244954962	Sphingolipids	Tetrahydroxy bile acids, alcohols and derivatives
-0.00860968226633597	1-alkyl,2-acylglycero-3-phosphocholines	Diazines
-0.0088834597582902	Indoles and derivatives	1,3-diacylglycerols
-0.00888666718699856	1-acyl-sn-glycero-3-phosphocholines	Phenols
-0.00915843125325594	Tetrahydroxy bile acids, alcohols and derivatives	Cinnamic acids and derivatives
-0.00926544601858757	Benzodioxoles	Diterpenoids
-0.0092790458549942	Dipeptides	Fatty amides
-0.0092797172584473	Organic sulfuric acids and derivatives	Sesquiterpenoids
-0.00931853375657537	Dicarboxylic acids and derivatives	Fatty acid esters
-0.00952508990107688	Benzenesulfonic acids and derivatives	Fatty alcohols
-0.00954571961789169	1-acyl-sn-glycero-3-phosphocholines	Oligopeptides
-0.00971602776661711	Very long-chain fatty acids	Phenylpropanes
-0.00980339413464192	Acyclic diterpenoids	Diazines
-0.00980960313667461	Hydroxybenzoic acid derivatives	Phosphatidylcholines
-0.00983422063807019	Phenolic glycosides	Cinnamic acids and derivatives
-0.00988174816932378	Phenylpropanes	Phenolic glycosides
-0.00999862269034912	Phosphatidylethanolamines	Isoflavonoids
-0.0100055862352708	Tetrahydroisoquinolines	Diterpenoids
-0.0100181972658857	Purine nucleosides	Organonitrogen compounds
-0.0100381929749382	Pyridines and derivatives	Organonitrogen compounds
-0.0100629860841913	Benzoic acid esters	Benzenesulfonic acids and derivatives
-0.0101052708794042	Annonaceous acetogenins	Phenylpropanes
-0.0101881161465684	1-acyl-sn-glycero-3-phosphocholines	Long-chain fatty acids
-0.0102189641309642	Imidazopyrimidines	Acyclic diterpenoids
-0.0102587984933485	Lactones	Acyl carnitines
-0.0102826135012896	Monoterpenoids	Phenolic glycosides
-0.0103156921605855	Glutamine and derivatives	1,2-diacylglycerols
-0.0103420583410993	1-alkyl,2-acylglycero-3-phosphocholines	Benzenesulfonic acids and derivatives
-0.0103528837904398	L-alpha-amino acids	1,2-diacylglycerols
-0.0106002156189324	Glutamine and derivatives	Isoflavonoids
-0.0106194055488019	Annonaceous acetogenins	Fatty acid esters
-0.0106829420770768	Benzoic acid esters	Phosphatidylethanolamines
-0.0107103256902641	Diazines	Long-chain fatty acids
-0.0109083615865981	Benzenesulfonic acids and derivatives	Acyl carnitines
-0.0109116196990793	Organic sulfuric acids and derivatives	Phosphatidylethanolamines
-0.0109192141030912	Dipeptides	Benzoic acid esters
-0.010943829026042	Quinolines and derivatives	Hydroxycinnamic acids and derivatives
-0.0109698414914149	O-glycosyl compounds	Isoflavonoids
-0.0109721978674223	Quinolines and derivatives	Indoles and derivatives
-0.011244005994169	Diazines	Thiazoles
-0.0112570216897019	1,2-diacylglycerols	Pyridines and derivatives
-0.0112586716963031	Benzoic acid esters	Cinnamic acids and derivatives
-0.0113038110520973	1-acyl-sn-glycero-3-phosphoethanolamines	Phenol ethers
-0.0113333727924528	Fatty amides	Benzenesulfonic acids and derivatives
-0.0113398680100116	Sphingolipids	Tricarboxylic acids and derivatives
-0.0113412176182488	Lineolic acids and derivatives	Fatty acid esters
-0.0113573603623007	Benzopyrans	1,3-diacylglycerols
-0.0114129472861873	Purine nucleosides	Phosphatidylcholines
-0.0115328879469278	Sulfated steroids	Lactones
-0.0116866907058062	Carboximidic acids and derivatives	Phenolic glycosides
-0.0117479617937417	Fatty alcohols	Phenols
-0.0117502915540531	Phosphatidylethanolamines	Sesquiterpenoids
-0.0119180984838427	Phenylpropanes	Acyclic diterpenoids
-0.0119447174025551	Lactones	Long-chain fatty acids
-0.0120585051529963	N-acyl-alpha amino acids	Diterpenoids
-0.0120742884100545	Azolidines	Monoterpenoids
-0.0120795595607637	Purine nucleosides	Phenols
-0.0120948846510153	Medium-chain fatty acids	Fatty acyl glycosides of mono- and disaccharides
-0.0121530132816664	1-acyl-sn-glycero-3-phosphoethanolamines	Fatty amides
-0.0122053113319253	Dipeptides	Gluco/mineralocorticoids, progestogins and derivatives
-0.0122259166919662	Tetrahydroxy bile acids, alcohols and derivatives	Pyridines and derivatives
-0.0122454258991956	Keto acids and derivatives	N-acyl-alpha amino acids
-0.0122860861391639	Azoles	Lactones
-0.0123896160757815	1-acyl-sn-glycero-3-phosphoethanolamines	O-glycosyl compounds
-0.0124604523114945	Phosphatidylcholines	Thiazoles
-0.0124741724017404	Tricarboxylic acids and derivatives	O-glycosyl compounds
-0.0125290516840204	Benzene and substituted derivatives	Lactones
-0.0125650352166017	Carboximidic acids and derivatives	O-glycosyl compounds
-0.0125745706771893	Alkyl-phenylketones	Sulfated steroids
-0.0125805483877629	Flavonoids	Benzene and substituted derivatives
-0.0126020942123437	Hydroxy acids and derivatives	Carboximidic acids and derivatives
-0.012662693422943	Ketones	Triacylglycerols
-0.0127175947651874	Oligopeptides	Triacylglycerols
-0.0127313446992115	Tetrahydroisoquinolines	Gluco/mineralocorticoids, progestogins and derivatives
-0.012795668992957	Isoflavonoids	Acyl carnitines
-0.0128065437201309	Glutamine and derivatives	Fatty acid esters
-0.0128079340064555	Imidazopyrimidines	Pyridines and derivatives
-0.0128420061722976	Beta-diketones	Diterpenoids
-0.0128914369824342	Sulfated steroids	Fatty acid esters
-0.0130232438621381	Tetrahydroxy bile acids, alcohols and derivatives	Stigmastanes and derivatives
-0.0130586780312656	Peptidomimetics	Oligopeptides
-0.0131225573339043	Peptidomimetics	Sesquiterpenoids
-0.0131311751242468	Cholesterols and derivatives	Phosphatidylethanolamines
-0.0132254381821414	Benzoic acid esters	Fatty acyl glycosides of mono- and disaccharides
-0.0132532720020277	Benzopyrans	Tetrahydroxy bile acids, alcohols and derivatives
-0.0132579726547442	Tetrahydroisoquinolines	Phenolic glycosides
-0.0132681785226608	Sesquiterpenoids	Lineolic acids and derivatives
-0.013325939320657	Tetrahydroisoquinolines	Lactones
-0.0133604371717531	Medium-chain fatty acids	1-monoacylglycerols
-0.013376960139176	Glutamine and derivatives	Fatty amides
-0.0133989294605765	1-acyl-sn-glycero-3-phosphocholines	Diterpenoids
-0.0134110359065669	Peptides	Diterpenoids
-0.0134821868311168	Azolidines	Fatty acids and conjugates
-0.0135301702963236	Benzodioxoles	Keto acids and derivatives
-0.0135369121104428	1,3-diacylglycerols	Organonitrogen compounds
-0.013555792752548	Imidazopyrimidines	Tetrahydroxy bile acids, alcohols and derivatives
-0.0137296506528812	Phenylpropanes	Benzoic acids and derivatives
-0.0137453169568889	Cholesterols and derivatives	Glutamine and derivatives
-0.0137539004570694	Flavonoids	Fatty acid esters
-0.0137800811938354	Quinolines and derivatives	Fatty amides
-0.0138038626490582	Beta-diketones	Fatty acid esters
-0.0138140350907025	Ergosterols and derivatives	Gluco/mineralocorticoids, progestogins and derivatives
-0.0139141699576584	Fatty alcohols	Triacylglycerols
-0.0139459860722682	Glutamine and derivatives	Pyridines and derivatives
-0.0140528089731877	L-alpha-amino acids	Phenylpropanes
-0.0140932924908044	1-acyl-sn-glycero-3-phosphocholines	Benzoic acid esters
-0.0142367442373695	Sulfated steroids	Fatty acids and conjugates
-0.0143166076891045	Tetrahydroxy bile acids, alcohols and derivatives	Diterpenoids
-0.0143606890184695	Benzodioxoles	Alpha amino acids
-0.0144109120936505	Fatty alcohols	Thiazoles
-0.014411896484273	Acyclic diterpenoids	Cinnamic acids and derivatives
-0.014487006756917	Keto acids and derivatives	Fatty acid esters
-0.0145199315398733	Tetrahydroisoquinolines	Sesquiterpenoids
-0.0147223896042466	Sulfated steroids	Phosphatidylethanolamines
-0.0147871287608071	Sphingolipids	Gluco/mineralocorticoids, progestogins and derivatives
-0.0148135348237581	Oligopeptides	Imidazopyrimidines
-0.0148712329933894	Benzoic acid esters	Alpha amino acids
-0.0150688111890741	Hydroxy acids and derivatives	Cinnamic acids and derivatives
-0.0150942138440333	Lactones	1,3-diacylglycerols
-0.0151474326341269	Oligopeptides	Fatty acid esters
-0.0151518724564434	Tetrahydroisoquinolines	Pyridines and derivatives
-0.0152219241412936	Long-chain fatty alcohols	Triacylglycerols
-0.015241677859339	Hydroxycinnamic acids and derivatives	Triterpenoids
-0.0152461857943986	Benzopyrans	Cholesterols and derivatives
-0.0154089177748217	Azolidines	Isoflavonoids
-0.015542011852659	Glutamine and derivatives	Acyclic diterpenoids
-0.0156995378932107	Flavonoids	Cinnamic acids and derivatives
-0.0157784265310138	Oligopeptides	Acyclic diterpenoids
-0.0158596442941773	1-alkyl,2-acylglycero-3-phosphocholines	1,3-diacylglycerols
-0.0159033148152932	Cholesterols and derivatives	Tetrahydroxy bile acids, alcohols and derivatives
-0.0159592792559841	Hydroxycinnamic acids and derivatives	1,2-diacylglycerols
-0.0159609647814201	Azolidines	Fatty amides
-0.0160150304291097	Annonaceous acetogenins	Tetrahydroxy bile acids, alcohols and derivatives
-0.0161034002383502	Cholesterols and derivatives	Acyclic diterpenoids
-0.0161201978340946	1-acyl-sn-glycero-3-phosphoethanolamines	Diterpenoids
-0.016186389804371	1-acyl-sn-glycero-3-phosphocholines	O-glycosyl compounds
-0.0162507016194934	Sulfated steroids	1-alkyl,2-acylglycero-3-phosphocholines
-0.0163983409801247	Fatty acyl glycosides of mono- and disaccharides	Keto acids and derivatives
-0.0165503193197864	Fatty amides	Isoflavonoids
-0.0165674203290198	Carboximidic acids and derivatives	L-alpha-amino acids
-0.0166552583824007	Alpha amino acids	Cholesteryl esters
-0.0166899164975493	Stigmastanes and derivatives	Triacylglycerols
-0.0167023319739283	Azoles	1-monoacylglycerols
-0.016746087402913	Hydroxybenzoic acid derivatives	Fatty amides
-0.0167543160021308	Fatty amides	Long-chain fatty acids
-0.0167752178097532	Medium-chain fatty acids	Benzenesulfonic acids and derivatives
-0.0168594356966093	Purine nucleosides	Fatty acid esters
-0.0168887091747499	Quinolines and derivatives	Lactones
-0.01692019816776	L-alpha-amino acids	Lactones
-0.0169810586083098	Gluco/mineralocorticoids, progestogins and derivatives	N-acyl-alpha amino acids
-0.0170618338181264	Benzoic acids and derivatives	Alpha amino acids
-0.0170807926097762	Fatty amides	Fatty acyl glycosides of mono- and disaccharides
-0.0171629205602669	Fatty acyl glycosides of mono- and disaccharides	Phosphatidylethanolamines
-0.0172103334087415	Diazines	Acyl carnitines
-0.0172364789739426	Flavonoids	Brassinolides and derivatives
-0.0172749744282644	Lactones	Fatty acid esters
-0.0175518509603397	L-alpha-amino acids	Tetrahydroxy bile acids, alcohols and derivatives
-0.0175636321860737	Coumarins and derivatives	Indoles and derivatives
-0.0175762797161392	L-alpha-amino acids	Long-chain fatty acids
-0.0175919804171389	L-alpha-amino acids	Medium-chain fatty acids
-0.0176315094832732	Fatty amides	Cinnamic acids and derivatives
-0.017650364048681	Tetrahydroisoquinolines	Amino acids, peptides, and analogues
-0.0176668357822207	Carboximidic acids and derivatives	Fatty acids and conjugates
-0.0176683931430496	Azolidines	Long-chain fatty alcohols
-0.0177160563109068	Benzenesulfonic acids and derivatives	Acyclic diterpenoids
-0.0177620226697577	Tetrahydroxy bile acids, alcohols and derivatives	Diazines
-0.0178268245590448	Isoflavonoids	Fatty acid esters
-0.0178540369275339	Ketones	Isoflavonoids
-0.0179398809344395	O-glycosyl compounds	Benzenesulfonic acids and derivatives
-0.0179782367529561	Fatty alcohols	Long-chain fatty alcohols
-0.0180644070692394	Dipeptides	N-acyl-alpha amino acids
-0.0180851167186985	Tetrahydroisoquinolines	Beta-diketones
-0.0181048726707104	Lactones	Triacylglycerols
-0.0181754086054287	Benzoic acid esters	Ketones
-0.0181760194394644	Benzenesulfonic acids and derivatives	Keto acids and derivatives
-0.0182535017451234	Benzodioxoles	Acyclic diterpenoids
-0.0185024224181251	Beta-diketones	Keto acids and derivatives
-0.0185387610829614	Lineolic acids and derivatives	Long-chain fatty acids
-0.0186090094805085	Sulfated steroids	Benzodioxoles
-0.0186954880221524	Sulfated steroids	Imidazopyrimidines
-0.018726389569564	Phosphatidylethanolamines	Triacylglycerols
-0.0187579582947992	Phenolic glycosides	Phenols
-0.018809490505105	Medium-chain fatty acids	Acyl carnitines
-0.0188360826342597	Gluco/mineralocorticoids, progestogins and derivatives	Cholesteryl esters
-0.0188701990035921	1-acyl-sn-glycero-3-phosphocholines	1-alkyl,2-acylglycero-3-phosphocholines
-0.0188791432903337	Pyridines and derivatives	Phosphatidylcholines
-0.0188856197813583	1-alkyl,2-acylglycero-3-phosphocholines	Diterpenoids
-0.0190379185053892	Very long-chain fatty acids	Fatty acid esters
-0.0191260723266565	Benzoic acid esters	Fatty acid esters
-0.0192161936576067	Phenylpropanes	Oligopeptides
-0.0192399304354487	Hydroxybenzoic acid derivatives	Indoles and derivatives
-0.019256373837455	Hydroxybenzoic acid derivatives	Acyl carnitines
-0.0192893324818688	Bile acids, alcohols and derivatives	Medium-chain fatty acids
-0.0193265410036639	Azoles	Fatty amides
-0.0193612411966085	Benzenesulfonic acids and derivatives	N-acyl-alpha amino acids
-0.0193892431125823	Fatty amides	Phenols
-0.0194039012462777	Sphingolipids	Phenol ethers
-0.0194458202756285	Peptides	Long-chain fatty acids
-0.0194503015088585	Cholesterols and derivatives	Triacylglycerols
-0.019470123500679	Diterpenoids	Triterpenoids
-0.0198985263296758	Azolidines	Phenylpropanes
-0.0199544717231106	Azolidines	Long-chain fatty acids
-0.0200011081360237	Flavonoids	Hydroxybenzoic acid derivatives
-0.0200303557708601	Sphingolipids	Sulfated steroids
-0.0200513497371559	Azolidines	Diterpenoids
-0.0201251027675631	Sulfated steroids	Ketones
-0.0201679071723348	Peptides	Organonitrogen compounds
-0.020253554377168	Azoles	Fatty acids and conjugates
-0.0202576801554568	Benzoic acids and derivatives	Cinnamic acids and derivatives
-0.0202601730737195	Phenol ethers	1,2-diacylglycerols
-0.0203471269458943	Hydroxybenzoic acid derivatives	Phenols
-0.0204826189981896	Gluco/mineralocorticoids, progestogins and derivatives	Phosphatidylcholines
-0.0204853934004387	Tetrahydroisoquinolines	Purine nucleosides
-0.0205061180408393	1-acyl-sn-glycero-3-phosphoethanolamines	Quinolines and derivatives
-0.0205395403646183	Fatty acids and conjugates	Cinnamic acids and derivatives
